類別碼,識別碼,起點編號,終點編號,管理單位,作業區分,設置日期,管線編號,尺寸單位,管徑寬度,管徑高度,涵管條數,管線材料,管線長度,管線型態,使用狀態,資料狀態,備註,OBJECTID,起點埋設深度,終點埋設深度,前一次Status_XY,QualityLV_Old,QualityLV
801010103,8010101030001179, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,33.2,0,0,1, ,547463,0.8,0.8,1,3,3
801010103,8010101030001180, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,26.7,0,0,1, ,547464,0.8,0.8,1,3,3
801010103,8010101030001200, , ,T2,1,1.2623E+12, ,3,0.178,0.086,2,PH,18.2,0,0,1, ,547484,0.7,0.7,1,3,3
801010103,8010101030001201, , ,T2,1,1.2623E+12, ,3,0.178,0.086,2,PH,12.5,0,0,1, ,547485,0.7,0.7,1,3,3
801010103,8010101030001208, , ,T2,1,1.2623E+12, ,3,0.178,0.178,3,PH,32.1,0,0,1, ,547492,1.2,0.5,1,3,3
801010103,8010101030001236, , ,T3,1,1.62968E+12, ,1,1.5,0,1,PVC,9.7,0,0,1, ,547520,0.38,0.11,1,3,3
801010103,8010101030001253, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,4.8,0,0,1, ,547537,0.4,0.8,1,3,3
801010103,8010101030001255,,,T2,1,1.2623E+12,  AC11398862-既有管線3,3,0.06,0,1,PH,4.1,0,0,1,,547539,0.4,0.8,1,4,3
801010103,8010101030001267, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,4.1,0,0,1, ,547551,0.4,0.8,1,3,3
801010103,8010101030001293, , ,T3,1,1.65629E+12, ,1,3,0,1,PVC,12,0,0,1, ,547577,0.7,0.7,1,3,3
801010103,8010101030001334, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,4.2,0,0,1, ,547618,0.4,0.8,1,3,3
801010103,8010101030001348, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,6.4,0,0,1, ,547632,0.4,0.8,1,3,3
801010103,8010101030001363, , ,T3,1,1.2623E+12, ,1,1.5,0,1,PVC,6.8,0,0,1, ,547647,0.4,0.5,1,4,3
801010103,8010101030001365, , ,T3,1,1.2623E+12, ,1,2,0,1,PVC,15,0,0,1, ,547649,0.4,0.42,1,4,3
801010103,8010101030001375, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,7.6,0,0,1, ,547659,0.4,0.8,1,3,3
801010103,8010101030001377, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,3.7,0,0,1, ,547661,0.4,0.8,1,3,3
801010103,8010101030001380, , ,T2,1,1.5762E+12,未填編號,1,1.5,0,1,PVC,5.9,0,0,0, 第一點為管線延伸點,547664,0.11,0.8,2,1,1
801010103,8010101030001431, , ,T3,1,1.62251E+12, ,1,1.5,0,1,PVCq,14.88,0,0,0,,547715,0.12,0.37,2,1,1
801010103,8010101030001433,,,T2,1,1.2623E+12, 1241473-既有管線1,3,0.178,0.178,4,PH,27.8,0,0,1,,547717,0.7,0.7,1,4,3
801010103,8010101030001445, , ,T2,1,1.2623E+12, ,3,0.65,0.75,24,PT,87.7,0,0,1, ,547729,1.2,1.2,1,3,3
801010103,8010101030001446, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,117.3,0,0,1, ,547730,1.2,1.2,1,3,3
801010103,8010101030001448, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,119.9,0,0,1, ,547732,1.2,1.2,1,3,3
801010103,8010101030001454, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,142.6,0,0,1, ,547738,1.2,1.2,1,3,3
801010103,8010101030001458, , ,T2,1,1.2623E+12, ,3,0.48,0.66,6,PT,154.3,0,0,1, ,547742,1.2,1.2,1,3,3
801010103,8010101030001490, , ,T2,1,1.2623E+12, ,3,0.12,0.06,2,PH,23.3,0,0,1, ,547774,0.5,0.5,1,3,3
801010103,8010101030001511, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,28.9,0,0,1, ,547795,0.5,0.5,1,3,3
801010103,8010101030001525, , ,T3,1,1.62855E+12, ,1,6,3,2,PVC,41.3,0,0,1, ,547809,0.5,0.5,1,3,3
801010103,8010101030001551,,,T2,1,1.2623E+12,AC11300130-既有管線8,3,0.12,0.06,2,PH,5.7,0,0,1,,547835,0.5,0.5,1,4,3
801010103,8010101030001568,,,T2,1,1.2623E+12,AC11300130-既有管線9,3,0.06,0,1,PH,3.9,0,0,1,,547852,0.4,0.8,1,4,3
801010103,8010101030001644, , ,T2,1,1.56928E+12, ,3,0.12,0.06,2,PH,38.1,0,0,1, ,547928,0.5,0.5,1,3,3
801010103,8010101030001651, , ,T2,1,1.2623E+12, 1341136-既有管線2,3,0.178,0.086,2,PH,38.3,0,0,1, ,547935,0.7,0.7,1,4,3
801010103,8010101030001671, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,33.1,0,0,1, ,547955,0.5,0.5,1,3,3
801010103,8010101030001688, , 03P03,T2,1,1.56635E+12, ,1,2,0,1,PVC,11.89,0,0,0, ,547972,0.5,0.39,2,1,1
801010103,8010101030001692,,,T2,1,1.2623E+12,AC11300130-既有管線10,3,0.178,0.086,2,PH,29.2,0,0,1,,547976,0.7,0.7,1,4,3
801010103,8010101030001694,,,T2,1,1.2623E+12,AC11300130-既有管線11,3,0.06,0,1,PH,28.3,0,0,1,,547978,0.8,0.8,1,4,3
801010103,8010101030001709, , ,T2,1,1.56635E+12, ,1,2,0,1,PVC,8.49,0,0,0, 最後1點為合理化管線的圖資修改,547993,0.5,0.3,2,1,1
801010103,8010101030001711,, ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,7.67,0,0,0, 1.2點為向上引管的用戶接點,547995,0.1,0.5,2,1,1
801010103,8010101030001720,,,T2,1,1.2623E+12,AC11300130-既有管線12,3,0.178,0.086,2,PH,39.6,0,0,1,,548004,0.7,0.7,1,4,3
801010103,8010101030001745, , ,T2,1,1.56635E+12, ,1,2,0,1,PVC,5.59,0,0,0, ,548029,0.5,0.33,2,1,1
801010103,8010101030001750, , 01P02,T2,1,1.56617E+12, ,1,1.5,0,1,PVC,7.93,0,0,0, ,548034,0.32,0.33,2,1,1
801010103,8010101030001775, , ,T2,1,1.56928E+12, ,3,0.089,0,1,PH,26.8,0,0,1, ,548059,0.5,0.5,1,3,1
801010103,8010101030001787, , ,T2,1,1.56617E+12, ,1,3,0,1,PVC,35.1,0,0,0, ,548071,0.5,0.5,2,1,1
801010103,8010101030001815, , ,T2,1,1.2623E+12, 1341136-既有管線3,3,0.12,0.06,2,PH,21.2,0,0,1, ,548099,0.7,0.7,1,4,3
801010103,8010101030001819,,,T2,1,1.2623E+12,AC11300130-既有管線13,3,0.06,0,1,PH,30.4,0,0,1,,548103,0.8,0.8,1,4,3
801010103,8010101030001825, , ,T3,1,1.62251E+12, ,1,3,0,1,PVC,39.4,0,0,1, ,548109,0.5,0.5,1,3,3
801010103,8010101030001827, , ,T2,1,1.56617E+12, ,1,3,0,1,PVC,30,0,0,0, ,548111,0.51,0.5,2,1,1
801010103,8010101030001856,,,T2,1,1.2623E+12,AC11300130-既有管線14,3,0.12,0.06,2,PH,6,0,0,1,,548140,0.5,0.5,1,4,3
801010103,8010101030001867, , ,T2,1,1.2623E+12, 1140113-4,3,0.06,0,1,PH,14.3,0,0,1, ,548151,0.4,0.8,1,4,3
801010103,8010101030001869, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,28.9,0,0,1, ,548153,0.5,0.5,1,3,1
801010103,8010101030001872, , ,T2,1,1.2623E+12, ,1,1.5,0,1,PH,31.4,0,0,0, ,548156,0.5,0.5,2,1,1
801010103,8010101030001927, , ,T2,1,1.56617E+12, ,1,3,0,1,PVC,35.1,0,0,0, ,548211,0.67,0.5,2,1,1
801010103,8010101030001936, 01P02, ,T2,1,1.56617E+12, ,1,1.5,0,1,PVC,10.18,0,0,0, ,548220,0.16,0.13,2,1,1
801010103,8010101030001958, ,,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,10.6,0,0,0, 5.6點為向上引管的用戶接點,548242,0.5,0.1,2,1,1
801010103,8010101030002019, , ,T2,1,1.56635E+12, ,1,2,0,1,PVC,10.25,0,0,0,最後1點為合理化管線的圖資修改,548303,0.5,0.66,2,1,1
801010103,8010101030002046, , ,T2,1,1.56928E+12, ,3,0.178,0.086,2,PH,22,0,0,1, ,548330,0.5,0.5,1,3,3
801010103,8010101030002072, , ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,10.6,0,0,0, 2點為使管線合理化之新增點，5.6點為向上引管的用戶接點,548356,0.5,0.1,2,1,1
801010103,8010101030002080, , ,T2,1,1.2623E+12, ,1,1.5,0,1,PVC,6.45,0,0,0, ,548364,0.5,0.5,2,1,1
801010103,8010101030002108, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,35.5,0,0,1, ,548392,0.5,0.5,1,3,3
801010103,8010101030002110, , ,T2,1,1.2623E+12, ,3,0.12,0.06,2,PH,6.8,0,0,1, ,548394,0.5,0.5,1,3,3
801010103,8010101030002144,,,T2,1,1.2623E+12, 11305903,3,0.06,0,1,PH,5.4,0,0,1,,548428,0.4,0.8,1,4,3
801010103,8010101030002187,,,T2,1,1.2623E+12, AC11300130-既有管線15,3,0.06,0,1,PH,1.9,0,0,1,,548471,0.4,0.8,1,4,3
801010103,8010101030002193,,,T2,1,1.2623E+12,AC11300130-既有管線16,3,0.178,0.086,2,PH,20.6,0,0,1,,548477,0.7,0.7,1,4,3
801010103,8010101030002203, , ,T2,1,1.2623E+12, 1140113,3,0.06,0,1,PH,18.9,0,0,1, ,548487,0.4,0.8,1,4,3
801010103,8010101030002204, , ,T2,1,1.2623E+12, 1140113-3,3,0.06,0,1,PH,14.1,0,0,1, ,548488,0.4,0.8,1,4,3
801010103,8010101030002232, , ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,6,0,0,0, 5.6點為向上引管的用戶接點,548516,0.5,0.1,2,1,1
801010103,8010101030002236, , ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,5,0,0,0, 5.6點為向上引管的用戶接點,548520,0.5,0.1,2,1,1
801010103,8010101030002237, , ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,17.8,0,0,0,3點為讓管線合理化之新增點，5.6點為向上引管的用戶接點,548521,0.5,0.1,2,1,1
801010103,8010101030002239, , ,T3,1,1.56928E+12, ,1,2,0,1,PVC,12.2,0,0,0, ,548523,0.5,0.5,2,1,1
801010103,8010101030002240, , ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,11.3,0,0,1, 1.2點為向上引管的用戶接點,548524,0.1,0.5,1,3,3
801010103,8010101030002242, 05P02, ,T2,1,1.56617E+12, ,1,1.5,0,1,PVC,13.71,0,0,0, ,548526,0.23,0.31,2,1,1
801010103,8010101030002243,, 03P02,T2,1,1.56617E+12, ,1,1.5,0,1,PVC,5.4,0,0,0, ,548527,0.16,0.12,2,1,1
801010103,8010101030002244, , ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,14.4,0,0,0, 1.2點為向上引管的用戶接點,548528,0.1,0.5,2,1,1
801010103,8010101030002246, , ,T3,1,1.56928E+12, ,1,1.5,0,1,PVC,12,0,0,0, 1.2點為為向上引管的用戶接點,548530,0.1,0.5,2,1,1
801010103,8010101030002258, 10P02, ,T2,1,1.56635E+12, ,1,1.5,0,1,PVC,5.08,0,0,0, ,548542,0.17,0.5,2,1,1
801010103,8010101030002266, , ,T2,1,1.56635E+12, ,1,1.5,0,1,PVC,5.42,0,0,0, 第1點為合理化管線的圖資修改,548550,0.17,0.5,2,1,1
801010103,8010101030002270, 06P02,,T2,1,1.56635E+12, ,1,2,0,1,PVC,3.82,0,0,0, ,548554,0.33,0.5,2,1,1
801010103,8010101030002324,,,T2,1,1.2623E+12, 1241351-既有管線1,3,0.178,0.178,4,PH,31.6,0,0,1,,548608,0.7,0.7,1,4,3
801010103,8010101030002363, , ,T2,1,1.2623E+12, ,3,0.12,0.06,2,PH,28.1,0,0,1, ,548647,0.7,0.7,1,3,3
801010103,8010101030002381, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,37.5,0,0,1, ,548665,0.72,0.7,1,3,3
801010103,8010101030002456, , ,T2,1,1.2623E+12, ,3,0.12,0.06,2,PH,39,0,0,1, ,548740,0.5,0.5,1,3,3
801010103,8010101030002484, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,55,0,0,1, ,548768,0.8,0.8,1,3,3
801010103,8010101030002534, , ,T2,1,1.58492E+12, ,1,1.5,0,1,PVC,8.77,0,0,0, 最後一點為管線延伸點,548818,0.8,0.27,2,1,1
801010103,8010101030002566, , ,T2,1,1.2623E+12, ,3,0.12,0.06,2,PH,27,0,0,1, ,548850,0.7,0.7,1,3,3
801010103,8010101030002591,01P03,01P01,T2,1,1.60428E+12,1,1,3,0,1,PVC,26.25,0,0,0, ,548875,0.8,0.8,2,1,1
801010103,8010101030002609, , ,T2,1,1.56479E+12, ,1,6,3,2,PVC,35,0,0,0, ,548893,0.5,0.5,2,1,1
801010103,8010101030002659, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,17,0,0,1, ,548943,0.8,0.8,1,3,3
801010103,8010101030002660, , ,T2,1,1.2623E+12, ,3,0.12,0.06,2,PH,27,0,0,1, ,548944,0.7,0.7,1,3,3
801010103,8010101030002684, , ,T2,1,1.58492E+12, ,1,5,3,2,PVC,39,0,0,0, 其中一管為2吋管,548968,0.36,0.8,2,1,1
801010103,8010101030002691, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,12.5,0,0,1, ,548975,0.4,0.8,1,3,3
801010103,8010101030002834, , ,T2,1,1.2623E+12, ,3,0.12,0.06,2,PH,15.2,0,0,1, ,549118,0.5,0.5,1,3,3
801010103,8010101030002837, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,2.5,0,0,1, ,549121,0.8,0.4,1,3,3
801010103,8010101030002848, , ,T2,1,1.2623E+12, ,3,0.089,0,1,PH,27,0,0,1, ,549132,0.8,0.8,1,3,3
801010103,8010101030002870, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,16.8,0,0,1, ,549154,0.8,0.4,1,3,3
801010103,8010101030002884, , ,T2,1,1.62613E+12, ,1,7,3,3,PVC,48,0,0,0, ,549168,0.7,0.7,2,1,1
801010103,8010101030002888, , ,T2,1,1.2623E+12, ,3,0.178,0.178,4,PH,21.8,0,0,1, ,549172,0.7,0.7,1,3,3
801010103,8010101030002946, , ,T2,1,1.62786E+12, ,1,2,0,1,PVC,5.7,0,0,0, ,549230,0.4,0.23,2,1,1
801010103,8010101030002959,01P01,01P02,T2,1,1.59244E+12,AE1091424001,1,6,3,2,PVC,5.71,0,0,0, ,549243,0.8,0.07,2,1,1
801010103,8010101030002970, , ,T2,1,1.62924E+12, ,1,6,2,3,PVC,27,0,0,0, ,549254,0.8,0.77,2,1,1
801010103,8010101030003008, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,15,0,0,1, ,549292,0.8,0.4,1,3,3
801010103,8010101030003009, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,14.6,0,0,1, ,549293,0.4,0.8,1,3,3
801010103,8010101030003022, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,7.7,0,0,1, ,549306,0.4,0.8,1,3,3
801010103,8010101030003037, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,9.9,0,0,1, ,549321,0.4,0.8,1,3,3
801010103,8010101030003127, , ,T2,1,1.2623E+12, ,3,0.6,0.5,12,PT,133.5,0,0,1, ,549411,1.2,1.2,1,3,1
801010103,8010101030003140, , ,T2,1,1.66545E+12, ,1,8,8,4,PVC,88,0,0,1, ,549424,1.1,1.1,1,3,3
801010103,8010101030003150, , ,T2,1,1.2623E+12, ,1,6,6,4,PT,127.3,0,0,1, ,549434,1.1,1.1,1,4,3
801010103,8010101030003153, , ,T2,1,1.2623E+12, ,1,9,6,6,PT,196.2,0,0,1, ,549437,1.1,1.1,1,4,3
801010103,8010101030003161, , ,T2,1,1.2623E+12, 1,1,9,9,8,PT,151,0,0,1, ,549445,1.1,1.1,1,3,3
801010103,8010101030003172, , ,T2,1,1.2623E+12, ,1,12,9,10,PT,190.2,0,0,1, ,549456,1.1,1.1,1,3,3
801010103,8010101030003173, , ,T2,1,1.2623E+12, ,3,0.36,0.5,6,PT,199.5,0,0,1, ,549457,1.1,1.1,1,3,3
801010103,8010101030003174, , ,T2,1,1.2623E+12, ,3,0.36,0.5,6,PT,200.1,0,0,1, ,549458,1.1,1.1,1,3,3
801010103,8010101030003178, , ,T2,1,1.2623E+12, ,1,16,12,10,PT,175.8,0,0,1, ,549462,1.1,1.1,1,4,3
801010103,8010101030003179, , ,T2,1,1.2623E+12, ,1,9,6,6,PT,212.5,0,0,1, ,549463,1.1,1.1,1,3,3
801010103,8010101030003194, , ,T4,1,1.63832E+12, ,1,16,8,8,PVC,70.5,0,0,1, ,549478,1.2,1.2,1,3,3
801010103,8010101030003199, , ,T2,1,1.28477E+12, 1,3,0.48,0.5,4,PT,137.5,0,0,0, ,549483,1.1,1.1,2,1,1
801010103,8010101030003200, , ,T4,1,1.63832E+12, ,1,16,8,8,PVC,143.9,0,0,1, ,549484,1.1,1.1,1,3,3
801010103,8010101030003202, , ,T2,1,1.2623E+12, ,1,12,9,10,PT,132.7,0,0,1, ,549486,1.1,1.1,1,3,3
801010103,8010101030003203, , ,T2,1,1.2623E+12, ,1,12,9,10,PT,155.6,0,0,1, ,549487,1.1,1.1,1,3,3
801010103,8010101030003207, , ,T2,1,1.2623E+12, ,1,8,8,4,PT,56.9,0,0,1, ,549491,1.1,1.1,1,3,3
801010103,8010101030003216, , ,T4,1,1.70139E+12, ,1,6,6,4,PT,197,0,0,1, ,549500,1.1,1.1,1,4,3
801010103,8010101030003232, , ,T2,1,1.2623E+12, ,1,6,6,4,PT,39.4,0,0,1, ,549516,1.1,1.1,1,3,1
801010103,8010101030003240, , ,T2,1,1.2623E+12, ,1,9,6,6,PT,174.4,0,0,1, ,549524,1.1,1.1,1,3,3
801010103,8010101030003241, , ,T2,1,1.2623E+12, ,1,9,6,6,PT,175.9,0,0,1, ,549525,1.1,1.1,1,3,3
801010103,8010101030003265, , ,T2,1,1.60039E+12, 3,3,0.36,0.38,4,PT,119.2,0,0,0, ,549549,1.1,1.1,2,1,1
801010103,8010101030003266, , ,T2,1,1.60039E+12, 4,3,0.48,0.5,4,PT,153,0,0,0, ,549550,1.1,1.1,2,1,1
801010103,8010101030003273, , ,T2,1,1.2623E+12, 1,3,0.8,0.5,8,PT,181,0,0,1, ,549557,0.7,1.1,1,3,3
801010103,8010101030003364, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,2.6,0,0,1, ,549648,0.8,0.4,1,3,3
801010103,8010101030003440, , ,T4,1,1.6327E+12, ,1,1.5,0,1,PVC,12.1,0,0,1, ,549724,0.8,0.4,1,3,3
801010103,8010101030003537, , ,T2,1,1.2623E+12,11398280-既有管線1,3,0.12,0.06,2,PH,38.4,0,0,1, ,549821,0.7,0.7,1,4,4
801010103,8010101030003664, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,5,0,0,1, ,549948,0.8,0.4,1,3,3
801010103,8010101030004342, , ,T2,1,1.2623E+12, ,1,4,2,2,PVC,9.1,0,0,0, ,550626,0.58,0.4,1,4,1
801010103,8010101030004367,,,T2,1,1.2623E+12, 1240227_既有管線1,0,152.4,152.4,4,PH,59.002,0,0,1,,550651,0.8,0.8,1,4,3
801010103,8010101030004371,,,T2,1,1.2623E+12,  1240227_既有管線2,0,50.8,0,1,PH,31.836,0,0,1,,550655,0.8,0.4,1,4,3
801010103,8010101030004396, , ,T2,1,1.58242E+12, ,1,6,6,4,PH,11.949677,0,0,0, ,550680,0.8,0.38,2,1,1
801010103,8010101030004652,,,T2,1,1.2623E+12,  1240227_既有管線3,0,152.4,152.4,4,PH,27.444,0,0,1,,550936,0.7,0.4,1,4,3
801010103,8010101030005495, , ,T3,1,1.6257E+12, ,1,3,0,1,PVC,34.076268,0,0,1, ,551779,0.8,0.8,1,3,3
801010103,8010101030005812,,,T2,1,1.2623E+12,  1240227_既有管線4,0,152.4,152.4,4,PH,32.158,0,0,1,,552096,0.8,0.8,1,4,3
801010103,8010101030005829, , ,T2,1,1.2623E+12, ,0,50.799999,0,1,PH,12.767597,0,0,1, ,552113,0.8,0.28,1,3,3
801010103,8010101030006150, , ,T2,1,1.2623E+12, ,3,0.6,0.38,8,PT,166.5,0,0,1, ,552434,1.2,1.2,1,3,1
801010103,8010101030006186, , ,T3,1,1.2623E+12, ,1,1.5,0,1,PVC,9.6,0,0,1, ,552470,0.41,0.8,1,4,3
801010103,8010101030006192,,,T2,1,1.2623E+12, 11288865-既有管線1,3,0.06,0,1,PH,8.1,0,0,1,,552476,0.8,0.4,1,4,3
801010103,8010101030006203, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,180.6,0,0,1, ,552487,1.2,1.2,1,3,3
801010103,8010101030006237,,,T2,1,1.2623E+12,  1240227_既有管線5,0,50.8,0,1,PH,12.031,0,0,1,,552521,0.8,0.4,1,4,3
801010103,8010101030006709, , ,T2,1,1.2623E+12, NL1241145,3,0.06,0,1,PH,21.4,0,0,1, ,552993,0.8,0.4,1,3,3
801010103,8010101030006729, , ,T2,1,1.2623E+12, ,1,16,12,12,PT,176.6,0,0,1, ,553013,1.1,1.1,1,4,3
801010103,8010101030006732, , ,T2,1,1.2623E+12, ,3,0.36,0.19,2,PT,79.841,0,0,1, ,553016,1.1,1.1,1,4,3
801010103,8010101030006761,01P02,01P01,T3,1,1.58026E+12, 1,1,9,3,3,PVC,212,0,0,0,,553045,1.2,1.2,2,1,1
801010103,8010101030006841, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,180,0,0,1, ,553125,1.2,1.2,1,3,3
801010103,8010101030006910, , ,T2,1,1.2623E+12, ,1,12,8,6,PT,135.9,0,0,1, ,553194,1.1,1.1,1,3,3
801010103,8010101030006911,,,T2,1,1.2623E+12,8010101030006911,3,0.8,0.5,8,PT,132.5,0,0,1,,553195,1.2,1.2,1,3,3
801010103,8010101030006912, , ,T2,1,1.2623E+12, ,1,12,8,6,PT,170.1,0,0,1, ,553196,1.1,1.1,1,3,3
801010103,8010101030006916,FN2',ES1,T3,1,1.60609E+12, ,1,12,4,3,PVC,171.29,0,0,0, ,553200,0.43,0.53,2,1,1
801010103,8010101030006926, , ,T2,1,1.2623E+12, ,1,8,8,4,PT,209.2,0,0,1, ,553210,1.1,0.7,1,4,3
801010103,8010101030006996, , ,T2,1,1.2623E+12, ,1,16,12,12,PT,132.1,0,0,1, ,553280,0.7,1.1,1,3,3
801010103,8010101030007014, , ,T2,1,1.2623E+12, ,3,0.6,0.38,8,PT,190.3,0,0,1, ,553298,1.2,1.2,1,3,3
801010103,8010101030007023, , ,T2,1,1.2623E+12, ,3,0.8,0.82,16,PT,202.5,0,0,1, ,553307,1.2,1.2,1,3,3
801010103,8010101030007025, , ,T2,1,1.2623E+12, ,3,0.6,0.38,8,PT,145.8,0,0,1, ,553309,1.2,1.2,1,3,3
801010103,8010101030007084, , ,T2,1,1.2623E+12, ,3,0.6,0.38,8,PT,126.8,0,0,1, ,553368,1.2,1.2,1,3,3
801010103,8010101030007092, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,215.9,0,0,1, ,553376,1.1,1.1,1,3,3
801010103,8010101030007115, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,221,0,0,1, ,553399,1.1,1.1,1,3,3
801010103,8010101030007129, , ,T2,1,1.2623E+12, ,3,0.8,0.66,12,PT,200,0,0,1, ,553413,1.2,1.2,1,3,3
801010103,8010101030007162, , ,T3,1,1.2623E+12, AC11170041,1,16,4,4,PVC,193.2,0,0,1, ,553446,1.1,0.99,1,4,3
801010103,8010101030007170,,,T2,1,1.2623E+12, 11305842-既有管線,1,12,12,8,PT,147.2,0,0,1,,553454,1.1,1.1,1,4,3
801010103,8010101030007179, , ,T2,1,1.58345E+12, ,1,1.5,0,1,PVC,8.74,0,0,0, 最後一點為管線延伸點,553463,0.5,0.2,2,1,1
801010103,8010101030007184, , ,T3,1,1.65853E+12, ,1,2,0,1,PVC,12.5,0,0,1, ,553468,0.5,0.5,1,3,3
801010103,8010101030007187, , ,T2,1,1.2623E+12, 1141135,3,0.06,0,1,PH,15.8,0,0,1, ,553471,0.4,0.8,1,4,3
801010103,8010101030007196, , ,T2,1,1.2623E+12, ,3,0.06,0,1,PH,66.3,0,0,1, ,553480,0.8,0.8,1,3,3
801010103,8010101030007249, , ,T2,1,1.2623E+12, 1141135,3,0.06,0,1,PH,26.8,0,0,1, ,553533,0.4,0.8,1,4,3
801010103,8010101030007293, , ,T2,1,1.2623E+12, 1141135,3,0.06,0,1,PH,8.3,0,0,1, ,553577,0.8,0.4,1,4,3
801010103,8010101030007304, , ,T3,1,1.64583E+12, ,1,1.5,0,1,PVC,11.5,0,0,1, ,553588,0.8,0.4,1,3,3
801010103,8010101030007316, , ,T2,1,1.62622E+12, ,1,2,0,1,pvc,39.4,0,0,1, ,553600,0.7,0.7,1,3,3
801010103,8010101030007321, , ,T3,1,1.67521E+12, ,1,2,0,1,PVC,21.6,0,0,1, ,553605,0.5,0.5,1,4,3
801010103,8010101030007338, , ,T3,1,1.695E+12, ,1,6,6,4,PVC,30,0,0,1, ,553622,0.7,0.7,1,4,3
